Text,oh_label
 *LEAVE ME ALONE! FUCK YOU!,1
"  Great, some furfag is undoing my quality opsts. Fuck you!",1
 confomists r gay ya digg,1
  fuck u i will do as i please,1
"  ::merged my ass, you just deleted the page ",1
  natalie erin is a bitch ass dyke,1
  == I said stop == Stop it you virgin.  ,1
   == . == Fuck you overweight virgin  ,1
 Fuck you Pavel Vozenilek you fag.  ,1
 ::The true words of a moron ,1
sAs hleo dont talk to me like that ,1
AND I KNOW I AM A DICKHEAD,1
SHIT CUNT FUCK NIGGER CHINK,1
  == Yu0r whole 0rganizashun is retarded ==  Eat me.,1
 i said PISS OFF YOU GEEKY LITTLE SHIT ,1
lEd]] you cant trace me niggar,1
Mr.Yamla man/woman antidemocratic paid by ASUS! Bye,1
 :you are a manipulator.  ,1
"You're a dickhead, mate, get a life  ",1
  eat shit get rid of goofs you queers.,1
   NLIGGERS GOT WHAT THEY HAD COMIN THE FUCK JUNGLE BUNNIES ,1
WHO IS THE BEST WAKEBOARDER MOTHERFUCKER,1
"  == Whatever, dumbass. ==  Go eat Jimbo's pussy.",1
THE MOST ANNOYING FUCKING IDIOT EVER.   ,1
EAT CRAP AND DIE!!!!!,1
Go and fist yourself you arrogant prick    ,1
"  ==I really dont care==  No i dont, you sad little man  ",1
You need to stop editing pages RIGHT NOW you little shit.,1
"blow me, you facist douche",1
  == STOP REVERTING MY EDITS YOU CUNT ==,1
  :::GWAH!! (fuck you nigger) ,1
U CUNT WHY DID U BLOCK ME!!,1
  == FUCK == You little bitch the cowboys have no testes,1
"Go worship your jewish god, sub-human.  ",1
 ::Heh. Suck it down chump.  ,1
 haunted angel sucks cock every night,1
Wikipedblack people are stupid ia,1
semll it then lick it,1
" why do you care about a fake search engine, poopyhead jerk?",1
  ==shit-faced loser== You fucking twat,1
"  Stop screwing with my edits, copyright is for fools!",1
   see also: Maggot  ,1
   == a comment from your mum ==  see also: Maggot,1
"you are vandalizing the page, you are the true vandal here  ",1
  ==Stop==  Stpo vandalising you dirty gay probablay,1
  == Stop fucking with the article shit! ==  yep!,1
dominicanyou suck dick  ,1
  == Lake Superior NMCA ==  Kick ass work! '''''' ,1
WHy are you ugly and fat?  ,1
  ==????==  What is your FUCKING problem  ,1
The guy must be retarded. ,1
IS REALLY GAY LOLZOZLZ ,1
  == POO ==   IT'S FEWEST YOU IDIOT,1
  yeah yeah whatever fool i dont give a fucc,1
  He's a baldjo faggot.,1
  Yoder is the fucking man,1
 Why don't you experiment with my balls  By sucking them,1
 : you are an idiot. i am NOT RACIST! but you are an IDIOT!,1
JUST MIND YOUR OWN FUCKIN BUSINESS ASSHOLE      tion,1
"  Thank you sir, you just proved your immaturity.  ",1
    Deleted it again. Suck my dick.  ,1
"  Shut up, idiot! It is true! Now, go away and die!  ",1
If it matters that much change the damn spelling.  ,1
  == Twat ==  what a twat you are!,1
  == Fuck off ==  you can fuck right off mate!,1
"  Come on, unblock me, idiot! I am telling the truth!  ",1
  ==Hey== You're a fucking cunt. Go kill yourself.,1
  == FUCK YOU ==  FUCK YOU Emerson,1
  == FUCK YOU TOO ==  FUCK YOU TOO Emerson,1
  == GO FUCK YOURSELF ==  And all your family! Emerson,1
    == ya mum ==  fucks ya   ,1
"  == FUCK YOU, ASSHOLE ==  ⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲⟲",1
"up, HES A FRAUD, A FUCKING FRAUD!!!!!!",1
  == Question ==  Are you so mad because you are gay? ,1
  == FUCK YOUR MOTHER ==  FUCK OFF,1
  == KISS MY DICK ==  ...ALL 3 OF YOU,1
"  Okay, be a jerk then.  It seems to be in character.",1
"ANYBODY, YOU WERE HARRASSING ME!",1
. Your sources are worthless,1
"  Hey asshole, nice try with the speedy deletion.",1
"  Get lost, you false and abusive lawyer!",1
  You should commit suicide and get it over with.,1
BITCH DON'T WARN ME EVER AGAIN  BITCH,1
  And... I don't care =] Block me.  Idiot,1
  == Goodbye == I'm going to kill you,1
"TeaDrinker is A Stupid Jerk! Also, He has a Stupid Nickname",1
MUST BE A ASS BUDDY OF CRUISERFAGGOT,1
" ::Jeeny's being a bitch, don't listen to her.   ",1
 : Racists exist? What's your point?    ,1
  == hey bro ==  HAPPY THANXGIVING FUCKFACE GET A LIFE,1
  I mean you Sandy Fuckin' George,1
Pandas can suck my fuckin balls. So can your sister  ,1
"Piss off, she is an ignorant bitch.  ",1
  == FUCK U ALL ==  FUCK U ALL,1
EVA AND ELIZABETH HAVE BUTT SEX.,1
"P.S. I need some penis, cat tongue is getting old ",1
"  :If you're that sensitive, why don't you kill yourself?",1
  == Hi there! ==  You wanna fuck my ass?  ,1
  == Burp ==  Please suck my asshole.  ,1
  == suck me ==  Please give me a burp kiss.  ,1
  == Kiss my Ass cline == wtf did others do to you,1
 Daysleeper STOP Vandalizing FDNY Page  ,1
"  call me that, you die.   ",1
your way to kill the gore,1
  ==GO AWAY.== Racists not wanted.,1
  == Racists not wanted. ==  GO AWAY.,1
  == i wanna fuck you ==  fuck u fuck u fuck u,1
 the people before this are faggot   ,1
 == THIS SUCKS!     ==   I JUST GOT BLOCKED INDEFINITLY  ,1
   == STOP == STOP DELETING MY COMMENTS U COWARD.,1
  == This guy is a huge fag ==  True Story.,1
  == HEY FAG WHY YOU GOTSTA DELETE MY EDITS!? ==  FAG,1
  == BONGWARRIOR ==  WHY YOU GOTTA HATE,1
" :: is just a piece of shit, ignore him.",1
  == derhexer ==  fuck you cunt. you fucking cunt.,1
  would you do the world a favor and die? plzkthx,1
 im a fucking cunt!  =],1
"  ::::Go fuck yourself, you are shit human.   ",1
  == WTF ==  Do you honestly have no life worthless bitch.,1
Fuck witts on wikipedia,1
   J Bar and C Fred are having anal sex together.  ,1
"  == Cunt ==  Fuck you, cunt.",1
  == Shit ==  keep your sorry ass shit post off my page,1
  == Range Block ==  Your mom has good ass meat!!   ,1
" Also, I burn jews for fun.",1
  == ju pis of šit ==  fak ju,1
"  == )) ==  Don't act like a dumb bot, friend.   ",1
  == Ahem ==  DIE. NOW. kthxbye.,1
The above posted by a typical American retard.    ,1
`  == No problem ==  Stupid vandals! >< `,1
"  STOP vandalizing, you IRANIAN BASTARD!",1
  BUT I WIL KIL HIM     ,1
   SOMETHING AWFUL IS DEAD DEAD DEAD DEAD DEAD,1
"   DOUUUCHHHHEEEEBAGGGGGGG. take it eeeeaaassssyyyyy, bro!",1
priceless. I hate that guy,1
COCKSUCKER BEFORE YOU PISS AROUND ON MY WORK,1
Do tacos really give you diarhea like your vandalism said?,1
  I dorry. Also you are a complete nerd with no life!,1
  No I'm not you completely moronic piece of wet donut turd.,1
" *Oh, what do you think, idiot?!?",1
  == Go fuck yourself ==  Eat shit and die.   ,1
arsehole who was bullied as a child,1
 * I think your cock needs protecting   ,1
" Neither was your mum, when I had sex with her     ",1
 Your ass can hold them quite easily.     ,1
  == go fuck yourself ==  go fuck yourself,1
  == hay fuck youhay fuck you ==  hay fuck you,1
  innit you are totally gay and shit,1
is in the discussion page where a suggestion is made. WTF?,1
  ==Before I go== You can fuck off too! )   ,1
  == I HATE WIKIPEDIA ==  Link titleBold text ,1
"  YOU ADMINISTRATE LIKE SHIT ANYWAY, YOU FUCCIN ASSHOLE! (  )",1
  OH SHUT UP YOU FUCCIN ASSHOLE! (  ),1
YOU ARE THE ONES WHO ARE THE BALL LICKERS,1
  == Guess what? ==  Your mom.,1
 ONOREM IS A NAZI FAGGOT,1
  == SPITHOLE #1 ==  YOU SUCK SPITHOLES!!!!!,1
" YEAH, FOR REAL, STUPID.  ",1
"the cunt, ya fucking old woman.",1
the mirror like your dad did thusly your trauma. P.S. CUNT.,1
"   On another note,  FUCK U DR NICK YOU POOFY FUCK.",1
afraid..lol....just use your brain more...,1
pathetic shitty arse mr-z u fucking cunt,1
What the hell is with everybody making Etna articles?  ,1
  == List of assholes ==  ]    ,1
i live with my mom and im a gay fag that lives in england,1
    What is wrong with you? Are you a racist or something?,1
  Haha. Go ahead. Stupid American.,1
  :: Please stop being a penis— and Grow Up Regards-   ,1
grow up.''' Kind regards,1
  YOU'RE A FUCKING LIAR WHO DOESN'T KNOW HOW TO DO HIS JOB,1
  == Idle Threats ==  You don't scare me cyber bully   ,1
"    Here Woody, why don't you just fuck off",1
` ::what the fuck do you think we watch the anime for? `,1
"will report you,you fucking piece of shit",1
"  *Oh yeah? Well, your a fuckass. HA!!! - ClayMort, 2/4/08",1
this user is such a worthless goddamn faggot fuck you faggot ,1
  ROTFLMAO!!!  This is a fucking riot!!!!,1
you can now suck my dick,1
 retarded spastic head,1
  == WHY THE HELL?!? ==  Why the hell is wikipeia a bitch?,1
"Oh wait, disregard that I suck cocks",1
"  YOU ARE AN AWFUL STINKY PERSON, do not delete my stuff",1
  Phil's homosexuality was cited three times. ?????  ,1
  And this meat puppet would be whom? Tim Foxworth ,1
 YOU SMELL LIKE SHIT MOTHERFUCKER!,1
  hey queer boy stop messing with my edits.,1
BlackKite being a faggot,1
  == Loganberry ==  i will kill u first,1
  == Ass you might want to Kiss==  Mine,1
  ==Fine== Fine.  Carter Page sucks anyway.   ,1
 fuck off you stupid aspy asshole  ,1
   It's my damn page and i can do what i want. Buzz off,1
   you are a nazi asshole and always will be.,1
"FUCK YOU, NUNH-HUH.    ",1
  == cunt ==  cunt cunt cunt cunt,1
  == Shush!! ==  Shut up and leave her alone!!,1
  == Holy Shit ==  Holy shit   ,1
  == Faggot ==  Fuck you bitch you're a faggot,1
  == Fuck Wikipedia!!! ==    Peace (except to Wikipedia),1
I'M TAKING YOU ALL YOU DOWN!!!,1
YOU GUYS ARE STUPID I SHOULDA NEVER JOINED! ,1
I am also a trout slapping dick,1
  == who ==  who cares? You're a dick! Jackass!  ,1
  Freepsbane is a troll,1
"YOURE A FRREAKING JEW, AND PLEAZE COMMIT SUICIDE.",1
"  Fuck off asshole. Go and get a life, nerd.",1
" ==Why You...!== Hammer1980,Your a son of a b-!",1
"why are you being rascist, what about white dwarf deserts.",1
  == rude ==  so you are gay then!!!!!!!!,1
  HELLO DICKHEAD  ,1
Stay the fuck off my page,1
      PISS COMING FROM MY ASSSSS!!,1
  PISS COMING FROM MY ASSS!,1
  DONT HATE FUCK A MATE  ,1
"supper, you hungry bitch",1
gurpartap is the biggest homo,1
  == hey buddy ==  FUCK YOU,1
"  ==Aww, shut the fuck up little whiny bitch==   ",1
  Very well bitch. I will be back later.,1
 :Stop lying about me. ,1
 ::::You're lying too.  ,1
"  == Hi! and Fuck You! ==  Eat shit, fucktard.",1
  ::I'm Italian. You can eat my shit and we both win.   ,1
  ==Vandalism==  Eww ur gay lol.,1
i hate u so much that the pain doesnt hurt anymore,1
GO FUCK MY DOG BENNY IN THE ASS>,1
"  suck my dick, or cock!",1
  YOU WANT WAR? YOU GOT IT,1
  Don't mind Freepsbane he is a troll.  ,1
  ==Hey you==  Your filthy Wiki page.,1
  If  will vanadalise  he is to be punished!,1
  so what idiot stop vanalising,1
   == Headline textfuck un you unle fucker ==    ,1
  == Wowwww. ==  You're really fucking ignorant. -  ,1
 hey antandrus your dead i will get u,1
"If you dislike Mexicans, click these links",1
    mezo mezo is bastard   ,1
   mezo mezo and king turtle are bastard   ,1
  mezo mezo and king turtle are bastard   ,1
  Yeah you are dickface,1
"FUCK YOUR FILTHY MOTHER IN THE ASS, DRY!",1
 u dont have the balls to do that bitch!!!!!!!!!!!!!1,1
hey bu-uuuuuddy==  you really suck a lot of dick  ==,1
  you suck donkey balls fag,1
   ==Suck my balls==  See title,1
   == Suck My Balls ==  ?Fuck you,1
a maniac  maniac on da floor,1
  ==Please stop being a retard== @ satellite temp record,1
 :hahah christ you're a little bitch   ,1
 death to the infidel   whoever that may be,1
"  == Crack, Cocaine ==  Coke, Crack, Cocaine",1
  == PEOPLE ON THIS SITE SUCK  ==  PEOPLE ON THIS SITE SUCK,1
hey stop editing my page jerk   NOTOC__,1
`.   Or whatever the hell you want`,1
    jp gordon is a fucking kike   ,1
 to stick up your arse.,1
  Oh... I.. yeah i feel like an ass now....,1
           ^^^^^^^                 stop vandalizing my page,1
  Go suck Jimbo Wales's Cock   ,1
"  who cares, they are worthless scum",1
  Leave me the fuck alone NOW. I have ahd it with you. -  ,1
AT YOUR FAT FUCKING UGLY ASS,1
You are a retard. Get stuffed.    ,1
"  WHATEVER, FUCK YOU ALL!!!",1
" ::Bullshit. Go to hell, you fucking vandal.",1
  ==you are all perverted pedophiles ==,1
 i told you not to ban me ass hole,1
what happens mamas boy bitch steve,1
"  CALM DOWN, CALM DOWN, DON'T GET A BIG DICK",1
Are you suffering from mental problems?    ,1
 (either you are an idiot or an asshole),1
  == Fuck off you cunt ==  You're suck an asshole   ,1
  == Fuck off you cunt ==  You're such an asshole   ,1
  == Fuck you ==  You're a stupid bitch   ,1
  you are an ignorant bastard LMFAO,1
.  fuck you. learn how to type a url correctly you jerkoff,1
  == Fuck you ==  Fuck off you stupid bitch   ),1
  This guy is a Bitch and needs to SUCK a DICK!,1
WHy DO U SMELL LIKE PENIS,1
MY MUMS A BIG OLD DIRTY ROADWHORE,1
  == Hey ==  stay out of this.,1
I'LL GIVE YOU $500 TO LET ME CUM ON YOUR FACE,1
LOADING THAT FUCKING GARBAGE HERE,1
  ::Can you go fuck yourself?    (GMT),1
What the fuck gose here,1
 == STOP FUCKING WITH THE YTMND WIKI ==    ,1
  == fuck you ==  fdfdf fuck you faggot.,1
  YOU SUCK!! Deadly ASSASSIN IS GAY,1
penis as I write this ==,1
 is gay because he is against anonymous,1
 even if we hate furfags and llolis and kid fuckers,1
" :Any Canadian would agree, Celine Dion is horse faced.   ",1
  == !!!!!!!!!!!!!!!!!!!!! ==  GO TO HELL ASSHOLE!!!!!!!!!!,1
AM A BIG FUCKING RETARD,1
  == yeah ==  but scientology is still a fucking joke.    ,1
dick has gone limp from fucking hookers. =(''',1
Why don't you fuck you self  ,1
  ::Fuck up.   ,1
  == RACIST ==  Racist like everybody else in that garbage,1
Don't patronize me jerk.    ,1
  == fuck u ==  ur a fuckin faggot,1
"   Nuisance piece of shit, fuck off",1
   == Nationalistic Nutjob ==  ,1
  == Gargle with broken glass ==  Faggot,1
|decline=No you prick —   ,1
|decline=Fucking bellend —   ,1
|decline=You're a fucking priiiiiiiiiiiick —   ,1
|decline=Don't be a bellend —   ,1
   ==Ben Schumin==  Get out of my nose   ,1
" :Little late on the draw there, fag.    ",1
'm a lame ass Admin with no life,1
  == Tobbst1 ==  You have challeng3ed me baby fucker.,1
   == Anonymous ==  You gay Afambro fuck you,1
", 9 April 2008 (UTC) :*cuts a loud fart*   20:20",1
   == Fired! == Ur fired! Fuckwit!,1
God would say go yo hell bitch,1
  == You're my hero ==  GO FUCK YOURSELF YOU FUCKING BOYSCOUT,1
" Oh, and there are no talk page giudelines, ya idiot loser!",1
 Please put the gay jokes back on the queer page ,1
 **Sign your fucking comments!   ,1
  This is a disgrace to Wikipedia.,1
  ==Is this your Horse?==   and its erect penis]],1
  What a load of pompous bullshit.   ,1
"  Waaaah.  Go crawl back in your hole, kid.   ",1
` ::Like i give two shits right now. `,1
  == asshole.... ==  yep. you suck.  Jesus of Suberbia,1
 :Fuck point where i vandalised something    ,1
`  :Don't tell me how to run my life asshole.  -   `,1
     i dont give a fuck nigga,1
unblock| jayron32 likes to sleep with boys,1
"Fuck off and mind your own business, homo  ",1
  - Idiot is  what idiot does   ,1
  Did you know Elonka is a fembot?,1
"  Here, fuck you. Talk to me without a template.   ",1
  hey you're just mad cause you know its true.,1
  == queer ==  wow ur so fucking gay u should go die,1
"  == Fuck off ==  Stop vandalising stuff, thanks",1
These people are INSANE. ==,1
. A community of racists and nazi sympathists,1
  == bite me ==  that is all.  cunt  ,1
"  Oh, piss off you cant stop me, you suck!",1
"  :::I used the exact same bullshit you wrote, hypocrite.   ",1
" :Shut up, bitch.   ",1
   P.S. i am a serial killer and like to eat my victims.,1
  :Fuck off you idiot   ,1
" :You are clearly dumb, I already recieved the warning.",1
The Colective is back. You r a bitch. ,1
"  AH!!!!!!!!!!!!!!! I'm so scared of you weak, tiny muscles!",1
 ::Damn straight. Get your facts right next time.   ,1
  == hi ==   You're a fucking moron.,1
  I am INDEED unblocked... nerd.,1
  THE NEW YORK YANKEES SUCK!!!!!!!!,1
 go on then delete me then you cunts this is communism,1
  ==I Hate You==  And I hope you die in a fire.   ,1
  This is bullshit. I hate you all.   ,1
  DON'T YOU FUCKING TOUCH MY EDITS AGAIN!!!!!,1
" Ready, to fuck up, any who oppose me.",1
"  What A Bunch Of Kykes, Always Trying To Rule The World",1
  == Twat ==  You're a fucking cunt,1
  == Bahamut is gay ==  It's true you little bitch.,1
 Dude... what the cock?,1
 I want to have sex with all of you! I'm so excited!,1
  fuck all u weak ass niggaz,1
  == Hey ==  I strongly think you should go fuck yourself   ),1
"  Shut the cock up, you fuckbag.",1
 I FIND YOU TO BE A FUCKING USELESS POS GO FUCK YOURSELF,1
 ooh I'M SCARED!  FUCK YOU,1
  what a little bitch running to the admins to block,1
"  Your behavior is that of a 2-year old, fucktard.",1
YOU GUYS ARE A BUNCH OF DICKS,1
"  LAY OFF THE GOATS, ICEWEDGE!  ",1
 also im a fat unfunny crosseyed faggot nerd,1
I want to fuck her too.  After Niahm though.,1
  == You would ==  you would too   You would  Dirty boy.,1
  == Malta is an Arab! ==  Stop lying!,1
 eating iraQ babys wth aids,1
 Miley cyrus fucked me all night and licked my dick,1
  == Idoit ==  you're a bloody moron.   ,1
   Being raeped in the ass doesn't count   ,1
 Because i killed them! ,1
" * blah, blah, blah, i am a big suck ass pussy!   ",1
" ***** dont use spaces, dumbass",1
  Newsflash!!  Schuminweb is GAY!!  ,1
  == Suck it bitch!!!!!!! ==  ha ha bitch fuck!!!!!  ,1
 :: Jesus. Fuck. Honesty!   ,1
  == You are a faggit == Get a life and lick my ball sack.  ,1
 :Go to hell.   ,1
"  == You are a homo, ==  a big homo.",1
"  Don't post on my profile page, you fucking cunt.    ",1
  == fuck u ==  fuck you vandal,1
SEND ANY MESSAGES! OK PRICKS,1
HOPE SOME BLOWS YOUR HEAD OFF...,1
" : get a life, pitiful gook. what a slime",1
 ::::::The article clearly sucks.   ,1
  == Re: Dead == Hey fag. ),1
"  == R u gay? ==  Hi, are you a faggot?   ",1
 stfu baseball bugs you a fkn homo,1
  == why ==  Why don't you get a life?   ,1
 get bent you faggot  ,1
  fuck you i will edit anything,1
  you are a mother fucker,1
"  YOU FRIGGIN JOBS-WORTH, LEAVE THE NORFOLKLINE PAGE ALONE.",1
"  == hey ==  way to support nazis, you racist",1
  == way to be racist ==  racist asshole,1
gay dumb cunt!!!!!!! SWUCK MY DICK FAGGOTTTTTTTT,1
 who changes shit which shouldn't be changed,1
  ==LICK YOUR OWN BALLS WHILE SUCKING YOUR ARSE==,1
Another example of Schumin being a dick.     ,1
"  whats your deal, fag?",1
  == bitch ==  dont ignore me.,1
  == NIGGERS NIGGERS NIGGERS NIGGERS ==  ,1
butt fucking me last night,1
being cooler than your faggot ass,1
  *What the fuck are you talking about?,1
 is a huge fat nigger hippo,1
  i i wanna fuck a dog in the ass,1
  Die in a fire.    ,1
This guy is a sickening pervert.   ,1
those who put it in my ass,1
 by the way I AM A FUCKIN FAG FUCK U,1
made? go jump off a cliff asshole.,1
 YOU WONT BAN ME YOU FAGGG ==     ,1
 and yeah i suck at wiki formatting.......,1
  ==not me doing the shocker bitch==,1
DOO DOO DA DA DA DA  GO SCREW YOURSELF,1
  You are full of rubbish.  ,1
  U SUCK REALY HUDGE COCK!,1
  A SCREW YOU!! U FUCKING HARRY POTTER FANS!!!!,1
  == You are boring ==  leave me alone,1
  == LEAVE ME ALONE! ==  I hate you,1
  == Vaginas ==  Do you have a problem with vaginas?   ,1
  == You are funny fucking Yankee ==  Ignorant,1
 :Shut the hell up. (  ,1
" :::Is that all you can say? LoL, you're lame, boo. (  ",1
"a fire, you worthless, friendless bastard. I hate you.",1
"NO PISS OFF WIKIPEDIA, WHAT YOU GONNA DO ABOUT IT",1
HEY ASS HOLE WHATS YOUR PROBLEM!!!!  ,1
FUCK YOURSELVES NAZI MODERATORS,1
"  hey you deleted your bio and stuff, that kinda sucks =/",1
  Yahhhh bitch Yahhhhh!!!!   ,1
  Get out my face ho!!!   ,1
  Oh boo hoo stop your damn whining!  ,1
 Your a dirty wanker who loves little boys naked,1
  Fuck off and get a life. Pricks   ,1
   hahaha piss off fucktard,1
`   FUCCK U A$$HOLE do wateva u want  DIICK HEAD   Blogsd ! `,1
"  ** Blow it out of your ass, you stupid piece of shit!  ",1
  == shut the hell up ==  Zabrak Dragong4   ,1
  Because Gwernol is a sad little man with a wee penis.,1
  == suck my dick ==  fuck you dirty whore bitch,1
  == rat the smart sign ==  the rest of yall fuck niggas,1
  == coelcan ==  you a bitch,1
 ==Alison is the worst wiki editor. ,1
"  WikiDon, STOP stalking me!   ",1
  Wow. You're a dick too.,1
  This movie is for Nigger lovers!!,1
"  ===I'm adding links== Is that ok with you, control freak   ",1
  * Oppose I Think he should be referred to as a nigger.     ,1
"IT WASNT VANDALISM, DICKHEAD",1
 Alison is a DOUCHEBAG.,1
FUCK YOU CRAZY FAGOTS!Italic text  ,1
 ::You truly are a very stupid ignorant person Avruch!   ,1
  == Eat Shit==  Eat shit and die arseface mutherlicker  ,1
  == ` ==  piss off you cunt,1
"      Go fuk your Momma, Rancie!   ",1
  I agree. This crazy bastard should be punished.  ,1
  ==YOU==  You are no good.  ,1
  Dont touch my edits you anti dentite.,1
"  Shove that barnstar up your ass, you faggot.",1
"  == hrm ==  Hello, faggot.   ",1
" =ASENDOH, YOU ARE AN ASSHOLE= ",1
  Stick it up yer arse numbnuts.,1
You're still a closet homosexual.  ,1
  we hate ironholds. he no fun,1
  ==Dog Fucking==  When did you give up dog-fucking?,1
"  You don't know the fucking Jews, you stupid fucking wog.",1
We Fuckum Arab Babiesum,1
the Jews should be expunged,1
   is a fucking faggot.,1
Long as in you're a faggoty Jew.  ,1
" **He's gay. Trust me. Really, really gay. ****",1
  ==hello== mother fucker hijo edputa,1
  == how bout ==  you fuck off,1
  == how bout ==  you go fuck yourself,1
EAT SHIT YOU WHITE SUPREMACIST FAGGOT   ,1
"FUCK YOU, YOU RACIST ASSHOLE     ",1
 on your face and in your ass.,1
"  Fucking lying nigger, fes up you peice of shit  ",1
  == You better fuck off ==  Ruddy Shit fuck!   ,1
"  == Hi ==  Fuck you, Faggot.",1
  == fdg ==  you like it in the ass huh?,1
 facking pacer agrid with pacer,1
  Black cock is significantly larger than non-black cock.,1
```all knowin dah DORk `````,1
A COCK TO SUCK AND STOP ACCUSING PEOPLE OF SOCK-PUPPETRY.,1
"  Ha, Fagget go fuck yourself homo.",1
  == penis ==  penis pensis,1
  == Hey JustAnother == You suck balls  lol,1
WHOEVER THIS IS FUCK OFF ,1
"YOU NEED A PUSSY, YOUR GEEK!",1
" :He likely thinks that you're an idiot, which you are.",1
 for an idiot such as yourself,1
  Don't be a douchebag. Just leave the edit in.,1
  Can I Just Be Terminated. This Is Bullshit.,1
EAT SHIT HORSE FACE!!!   ,1
why? == are you such a stupid bitch?  == ,1
  == heY TOdds! Quick Q? ==  Why Are You So Gay,1
. i mean why i usedto Think you are Gay. ok well goodbye.}},1
  come on dont u have the balls to block me,1
  == U ==  FUCK U MAN U R A ASSHOLE BLOCK ME I HATE WIKIPEDIA,1
HOGTIE THIS YOU FAGGOT,1
  Congrats for being a total fucking faggot.  ,1
  ==FUCK YOU== you fucking faggot!,1
 Fuck off stalker   ,1
BASEBALLS BUGS IS AN UGLY IGNORANT FOOL  ,1
"  Try it, see what happens.  You dickless, cum-eating faggot!",1
  YOU THINK YOU CAN STOP ME? I HAVE PROXIES BITCH!!!!!1   ,1
  ==Phuck?==  Phuck Phred Phelps.   ,1
P ==  == E ==  == N ==  == I ==  == S ==  == ,1
 Don't you want my penis? ,1
 Miss me? Thought so. PENIS! ,1
  You can suck a dick!!  ,1
fuck you bitch nigger slut ass fuck whore,1
"Man, your fucking lame kid @ the second poster   )  ",1
Maybe it'd be more encyclopedic if you got fucked.,1
ROBERT ULLMANN SUCKS DICK,1
"  == SPAM ==  you've been spammed, idiot.",1
  == Poo ==  You think poo is tasty.,1
I Love vagina and eat pussy everyday.,1
   == Go fuck yourself you stupid cunt    ==,1
arbitrator's dick should be reverted.,1
  == DOIT ==  COME ON DOIT FUCKHEAD,1
 :He aint shit without his homies(team mates).   ,1
", so do us all a favour and just fuck off instead, hahaha",1
  ==You fucked the dog on this one clown ==,1
"Ahahaha, best name ever. What a fag.  ",1
" Im a lousy donkey fucker. Fuck me, fuck me, fuck me! ",1
 Fuck my stupid muslim ass!!!!!!!!! ,1
 he sucks Sceptre's cock,1
 Shoessss licks the assholes of the above,1
 No she did not die that is so stupid!  ,1
" :Bitch, fall into a damn river and drown! (  ",1
  JEW FUCKING POWER!!!!!!!  FOR ALLAH!!!!! *BOOM*,1
 (which makes you a useless piece of shit),1
  Hitler was a fucking kike.,1
  Yea well kiss my fucker shit nuts!,1
  == You better fuck off ==  Ruddy shit fuck!,1
  Idiots like you make Wikipedia very vulnerable.,1
Kiss my fucker shit nuts,1
"`  ==Indeed== Flame on, douchebag. —''''''  W `",1
 :Jeske is an aspie nazi.,1
JUSTIFY YOUR CHANGES MOTHERFUCKER  ,1
I'M A FUCKING RETARD AND MY NAME IS ARSEHOLE,1
 is fucking dumd i hope someone kills him ,1
FUCK THA WORLD AND FUCK SINNEED AND FUCK FT2,1
has NO SENSE OF HUMOR. FEAR BEARS,1
" :sigh *1: you annoy me *2: i said so,  ",1
"Man, that was the most tastless joke EVER!!",1
  ==Oh== Fuck you... Keep goin' ahead...,1
|decline=FUCKING BANHAMMER. GTFO MAI WIKIPEDIA. —   }},1
`  == Re: AIP ==  Go fuck yourself. -'''' `,1
" please, please killyourself you whiney little jewish faggot",1
 :Who the fuck do you think you are Wang Chung?    ,1
 that you are a homosexual who is very gay.,1
WIKIPEDIDIOTS... Home of the CYBER bully and thug.,1
   ==Response==  Eat my fat over-sized cock motherfucker.,1
Koen franse is gay!!!,1
  == Let's see her tits ==  LOL - I HAVE NO PENIS,1
  == Douche bag ==  Sarah Palin is a cunt,1
  == Thrindel is a faggot. ==  Discuss Delete.,1
YOU ARE A FUCKING NERD. GO KILL YOURSELF YOU NERD. ,1
 ARSE YOU FUCKING PRICK. FUCK OFF.,1
 ==I am reliably informed that you are a tosser ==,1
"  Ha ha ha, I laugh at your pitifoo' argument, foo'!",1
  == OsFan ==  i still think you're a piece of sh!t.,1
 FUCK YOU DIRTY FUCKERS,1
"you are sick bastard, and hope get your lesson soon  ",1
  Virtual Steve sucked me off and now he's jealous.,1
INDIAN ANUS IS STRETCHED AND WIDENED BY GRAWP’S MASSIVE COCK.,1
  == WHAT THE HELL IS THIS?! ==    HONESTLY NOW.   ,1
  == Mind telling me what the hell this is? ==  ,1
shit and lick it off and suck my own cock.,1
  ::::Sjö is pathetical. Consist (presently at   =,1
 on how crap you talk,1
   What a load of bullshit if you ask me. Thanks for nothing.,1
- by a person with no life and takes it up the ass,1
"  Sorry??? i was commenting on the page, you blooming idiot!",1
  == fine then ==  I hate you,1
  == Get a real job ==  Bitch,1
  go cum on a dildo wankbag,1
hes a black pieceofshit,1
   == RETURN == MY REVENGE IS NEAR!!!!!!!!!!!!!      ,1
   == WHO ARE YOU? == WHO ARE YOU TO BOSS ME AROUND?,1
"  i still edit, asshole.  ",1
fuck all wikipedians...(and sinneed)...ah yes i have returned,1
"ALSO, YOUR MOM GAVE ME HERPES, TELL HER I SAID THANKS.",1
Kind of a stupid response given the name of the article.  ,1
  == Message ==  SUCK MY BIG FAT JUICY COCK !!!!!!!!!,1
